"Location ID","Location Name","Location Group","Location Type","Sensor ID","Place Open","Local Date/Time","UTC Date/Time","# of aggregated records","PM2.5 (μg/m³) raw","PM2.5 (μg/m³) corrected","0.3μm particle count","CO2 (ppm) raw","CO2 (ppm) corrected","Temperature (°C) raw","Temperature (°C) corrected","Heat Index (°C)","Humidity (%) raw","Humidity (%) corrected","TVOC (ppb)","TVOC index","NOX index","PM1 (μg/m³)","PM10 (μg/m³)"
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:30:00","2025-09-15T02:30:00.000Z",1,31.5,31.5,3735,477,477,29.5,29.5,35.7,78,78,31,28,1,19.5,34.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:25:00","2025-09-15T02:25:00.000Z",2,31.6,31.6,3656,472,472,29.4,29.4,35.5,78,78,29,26,1,19.6,34.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:20:00","2025-09-15T02:20:00.000Z",2,31.4,31.4,3648,462,462,29.4,29.4,35.4,78,78,31,28,1,19.9,34.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:15:00","2025-09-15T02:15:00.000Z",1,29.9,29.9,3624,467,467,29.4,29.4,35.5,78,78,32,29,1,19.4,30.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:10:00","2025-09-15T02:10:00.000Z",2,31.6,31.6,3802,488,488,29.3,29.3,35.5,79,79,31,28,1,19.8,34
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:05:00","2025-09-15T02:05:00.000Z",2,30.1,30.1,3550,452,452,29.3,29.3,35.3,79,79,30,27,1,18.9,31.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 09:00:00","2025-09-15T02:00:00.000Z",1,31,31,3612,428,428,29.2,29.2,35.1,79,79,31,28,1,18.8,32.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:55:00","2025-09-15T01:55:00.000Z",2,32.3,32.3,3824,422,422,29.3,29.3,35.1,78,78,29,26,1,20.4,35.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:50:00","2025-09-15T01:50:00.000Z",2,33.5,33.5,3970,420,420,29.3,29.3,35.1,78,78,28,25,1,20.4,37.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:45:00","2025-09-15T01:45:00.000Z",1,34,34,3975,421,421,29.2,29.2,34.9,78,78,28,24,1,20.9,37.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:40:00","2025-09-15T01:40:00.000Z",2,31.5,31.5,3740,423,423,29.2,29.2,34.9,78,78,29,26,1,19.8,34.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:35:00","2025-09-15T01:35:00.000Z",2,29.9,29.9,3565,431,431,29.2,29.2,34.8,78,78,35,33,1,18.9,31.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:30:00","2025-09-15T01:30:00.000Z",1,28.4,28.4,3288,444,444,29.1,29.1,34.8,79,79,38,37,1,18.4,28.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:25:00","2025-09-15T01:25:00.000Z",2,24,24,2899,449,449,29,29,34.7,79,79,39,38,1,15.6,24.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:20:00","2025-09-15T01:20:00.000Z",2,20.2,20.2,2590,458,458,28.9,28.9,34.3,79,79,43,43,1,13.7,20.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:15:00","2025-09-15T01:15:00.000Z",1,20.3,20.3,2482,464,464,28.9,28.9,34.3,79,79,49,50,1,13.7,20.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:10:00","2025-09-15T01:10:00.000Z",2,19.4,19.4,2541,472,472,28.9,28.9,34.3,80,80,53,54,1,13.4,19.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:05:00","2025-09-15T01:05:00.000Z",2,17.8,17.8,2247,464,464,28.8,28.8,34.3,80,80,56,58,1,11.4,18.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 08:00:00","2025-09-15T01:00:00.000Z",1,19,19,2455,458,458,28.8,28.8,34.1,80,80,66,69,1,13.2,19.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:55:00","2025-09-15T00:55:00.000Z",2,18.1,18.1,2450,461,461,28.8,28.8,34,79,79,70,74,1,12.8,18.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:50:00","2025-09-15T00:50:00.000Z",2,18.5,18.5,2446,452,452,28.8,28.8,33.8,78,78,61,64,1,12.5,18.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:45:00","2025-09-15T00:45:00.000Z",1,19.6,19.6,2676,451,451,28.8,28.8,33.9,78,78,70,74,1,13.6,19.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:40:00","2025-09-15T00:40:00.000Z",2,22.9,22.9,3006,455,455,28.8,28.8,34,79,79,91,96,1,15.6,23.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:35:00","2025-09-15T00:35:00.000Z",2,22.1,22.1,2810,450,450,28.8,28.8,33.8,79,79,94,100,1,15.3,22.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:30:00","2025-09-15T00:30:00.000Z",1,21.4,21.4,2789,448,448,28.8,28.8,34,79,79,93,99,1,15.1,21.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:25:00","2025-09-15T00:25:00.000Z",2,19,19,2467,454,454,28.7,28.7,33.8,79,79,91,97,1,12.9,19.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:20:00","2025-09-15T00:20:00.000Z",2,20,20,2424,447,447,28.6,28.6,33.6,80,80,92,98,1,12.7,20.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:15:00","2025-09-15T00:15:00.000Z",1,20,20,2592,437,437,28.5,28.5,33.3,80,80,93,99,1,12.9,20.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:10:00","2025-09-15T00:10:00.000Z",2,19.3,19.3,2451,435,435,28.5,28.5,33.4,79,79,89,94,1,12.8,19.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:05:00","2025-09-15T00:05:00.000Z",2,18.8,18.8,2496,440,440,28.5,28.5,33.3,79,79,80,85,1,13.2,19.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 07:00:00","2025-09-15T00:00:00.000Z",1,19,19,2495,435,435,28.5,28.5,33.2,79,79,71,75,1,12.5,19
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-15 06:55:00","2025-09-14T23:55:00.000Z",2,15.1,15.1,1987,429,429,28.5,28.5,33.2,79,79,31,27,1,10.9,15.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 15:10:00","2025-09-12T08:10:00.000Z",2,39.8,39.8,5724,470,470,30.8,30.8,39.2,76,76,64,68,2,26.6,46.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 15:05:00","2025-09-12T08:05:00.000Z",2,41.3,41.3,5855,460,460,30.8,30.8,39.4,78,78,58,60,2,26.9,49.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 15:00:00","2025-09-12T08:00:00.000Z",1,39.5,39.5,5508,464,464,30.7,30.7,39.6,79,79,55,57,2,26.1,46
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:55:00","2025-09-12T07:55:00.000Z",2,39.6,39.6,5606,458,458,30.7,30.7,39.5,79,79,48,49,2,25.8,46.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:50:00","2025-09-12T07:50:00.000Z",2,39.3,39.3,5393,449,449,30.7,30.7,39.3,79,79,48,48,2,25.5,45.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:45:00","2025-09-12T07:45:00.000Z",1,41,41,5624,447,447,30.7,30.7,39.5,79,79,49,50,2,26.5,48.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:40:00","2025-09-12T07:40:00.000Z",2,42.4,42.4,5948,463,463,30.5,30.5,39.2,79,79,57,60,2,27.1,50.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:35:00","2025-09-12T07:35:00.000Z",2,44.1,44.1,6258,462,462,30.5,30.5,39.2,80,80,52,54,2,28,52.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:30:00","2025-09-12T07:30:00.000Z",1,44.1,44.1,6298,448,448,30.5,30.5,39.2,80,80,50,51,2,27.9,52.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:25:00","2025-09-12T07:25:00.000Z",2,44.8,44.8,6480,444,444,30.5,30.5,39.1,80,80,46,46,2,28.3,54.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:20:00","2025-09-12T07:20:00.000Z",1,45.2,45.2,6471,430,430,30.5,30.5,39,79,79,42,42,2,28.6,54.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:15:00","2025-09-12T07:15:00.000Z",1,45.5,45.5,6730,429,429,30.5,30.5,38.7,78,78,40,39,2,28.7,55.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:10:00","2025-09-12T07:10:00.000Z",2,46.2,46.2,6551,428,428,30.7,30.7,39.2,78,78,43,42,2,28.5,56
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:05:00","2025-09-12T07:05:00.000Z",2,42.8,42.8,6090,429,429,30.8,30.8,39,76,76,36,34,2,27.3,50.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 14:00:00","2025-09-12T07:00:00.000Z",1,35.5,35.5,4808,434,434,30.8,30.8,38,73,73,33,31,2,23.8,40.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:55:00","2025-09-12T06:55:00.000Z",2,37.7,37.7,5246,434,434,30.8,30.8,38.1,74,74,35,33,2,24.7,43.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:50:00","2025-09-12T06:50:00.000Z",2,36.6,36.6,4850,426,426,30.7,30.7,37.8,74,74,28,24,1,23.9,42.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:45:00","2025-09-12T06:45:00.000Z",1,14.9,14.9,1970,422,422,30.6,30.6,36.4,69,69,20,14,1,10.6,14.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:40:00","2025-09-12T06:40:00.000Z",2,22.9,22.9,2756,427,427,30.7,30.7,36.7,70,70,22,16,1,15.2,23.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:35:00","2025-09-12T06:35:00.000Z",2,31.1,31.1,3825,422,422,30.6,30.6,37.2,72,72,23,18,1,20.7,32.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:30:00","2025-09-12T06:30:00.000Z",1,35.5,35.5,4754,421,421,30.6,30.6,37.8,74,74,24,19,1,23.7,39.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:25:00","2025-09-12T06:25:00.000Z",2,33.3,33.3,4156,436,436,30.6,30.6,37.7,74,74,28,24,1,21.8,36.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:20:00","2025-09-12T06:20:00.000Z",2,33.4,33.4,4092,444,444,30.5,30.5,37.7,74,74,30,28,1,22,36.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:15:00","2025-09-12T06:15:00.000Z",1,30.4,30.4,3753,441,441,30.6,30.6,37.7,74,74,29,26,1,20.8,31.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:10:00","2025-09-12T06:10:00.000Z",2,29.5,29.5,3654,449,449,30.6,30.6,37.9,75,75,35,32,1,19.5,30.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:05:00","2025-09-12T06:05:00.000Z",2,36.1,36.1,4758,465,465,30.6,30.6,38.5,77,77,47,47,1,23.7,40.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 13:00:00","2025-09-12T06:00:00.000Z",1,39.2,39.2,5333,460,460,30.6,30.6,38.9,78,78,54,56,1,25.7,46.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:55:00","2025-09-12T05:55:00.000Z",2,40.6,40.6,5650,458,458,30.7,30.7,39.5,79,79,59,62,1,26.4,47.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:50:00","2025-09-12T05:50:00.000Z",2,41.6,41.6,5903,455,455,30.7,30.7,39.6,79,79,58,60,1,27.2,49.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:45:00","2025-09-12T05:45:00.000Z",1,44,44,6220,443,443,30.7,30.7,40,80,80,55,57,1,28.2,52.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:40:00","2025-09-12T05:40:00.000Z",2,44.3,44.3,6306,462,462,30.7,30.7,40.6,83,83,85,90,1,27.9,53
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:35:00","2025-09-12T05:35:00.000Z",2,44.8,44.8,6875,470,470,30.5,30.5,40.1,82,82,86,91,1,29.3,54
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:30:00","2025-09-12T05:30:00.000Z",1,48.5,48.5,7451,454,454,30.5,30.5,40.3,83,83,84,89,1,30.6,59.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:25:00","2025-09-12T05:25:00.000Z",2,46.9,46.9,7182,446,446,30.4,30.4,40.1,84,84,67,70,1,30.1,56.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:20:00","2025-09-12T05:20:00.000Z",2,44,44,6415,453,453,30.3,30.3,39.5,82,82,51,52,1,27.6,52.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:15:00","2025-09-12T05:15:00.000Z",1,41,41,5531,476,476,30.3,30.3,39.2,82,82,47,48,1,26.3,49.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:10:00","2025-09-12T05:10:00.000Z",2,39.4,39.4,5232,462,462,30.3,30.3,38.8,81,81,41,40,1,25,46.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:05:00","2025-09-12T05:05:00.000Z",2,36.3,36.3,4798,466,466,30.2,30.2,38.2,80,80,37,36,1,23.6,42.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 12:00:00","2025-09-12T05:00:00.000Z",1,36.1,36.1,4567,448,448,30.1,30.1,37.6,79,79,30,27,1,23.4,42.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:55:00","2025-09-12T04:55:00.000Z",2,33.3,33.3,4123,438,438,30,30,37.2,78,78,25,21,1,21.5,37
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:50:00","2025-09-12T04:50:00.000Z",2,29.9,29.9,3584,428,428,30,30,36.8,77,77,24,19,1,19.6,31.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:45:00","2025-09-12T04:45:00.000Z",2,31.8,31.8,3930,428,428,29.9,29.9,36.7,77,77,23,18,1,21.1,33.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:40:00","2025-09-12T04:40:00.000Z",1,36.5,36.5,4633,441,441,30,30,37.4,79,79,28,25,1,23,42.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:35:00","2025-09-12T04:35:00.000Z",2,41.9,41.9,5542,436,436,30.1,30.1,37.8,79,79,33,30,1,26.3,49.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:30:00","2025-09-12T04:30:00.000Z",1,43.3,43.3,5733,441,441,30.5,30.5,38.9,79,79,41,40,1,26.7,51.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:25:00","2025-09-12T04:25:00.000Z",2,41.3,41.3,5604,455,455,30.7,30.7,38.7,76,76,40,39,1,26.5,48.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:20:00","2025-09-12T04:20:00.000Z",2,39.8,39.8,5280,460,460,30.7,30.7,38.6,76,76,41,40,1,24.9,46.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:15:00","2025-09-12T04:15:00.000Z",1,40.7,40.7,5467,462,462,30.7,30.7,38.7,76,76,42,41,1,26.1,47.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:10:00","2025-09-12T04:10:00.000Z",2,39.7,39.7,5234,462,462,30.7,30.7,38.7,76,76,39,38,1,25.3,46.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:05:00","2025-09-12T04:05:00.000Z",2,38.8,38.8,5186,439,439,30.7,30.7,38.5,76,76,38,37,1,25.3,45
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 11:00:00","2025-09-12T04:00:00.000Z",1,38.8,38.8,5315,440,440,30.8,30.8,38.8,76,76,40,39,1,25.2,46.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:55:00","2025-09-12T03:55:00.000Z",2,38.1,38.1,4912,437,437,30.7,30.7,38.7,76,76,39,38,1,24.3,44.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:50:00","2025-09-12T03:50:00.000Z",2,38.2,38.2,4930,428,428,30.7,30.7,38.6,76,76,33,31,1,24,45.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:45:00","2025-09-12T03:45:00.000Z",1,38.6,38.6,4966,430,430,30.7,30.7,38.4,75,75,32,29,1,24.6,45.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:40:00","2025-09-12T03:40:00.000Z",2,38,38,4969,434,434,30.8,30.8,38.5,75,75,29,26,1,24.1,44.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:35:00","2025-09-12T03:35:00.000Z",2,37.5,37.5,4886,460,460,30.8,30.8,38.6,75,75,28,25,1,23.7,43.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:30:00","2025-09-12T03:30:00.000Z",1,36.5,36.5,4675,468,468,30.8,30.8,38.5,75,75,27,23,1,23.1,42
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:25:00","2025-09-12T03:25:00.000Z",2,37.5,37.5,4530,458,458,30.8,30.8,38.5,75,75,26,22,1,23.1,43.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:20:00","2025-09-12T03:20:00.000Z",2,36.2,36.2,4480,426,426,30.8,30.8,38.3,74,74,26,22,1,22.9,41.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:15:00","2025-09-12T03:15:00.000Z",1,36.8,36.8,4532,425,425,30.7,30.7,38.3,75,75,28,25,1,22.8,42.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:10:00","2025-09-12T03:10:00.000Z",2,35,35,4636,434,434,30.7,30.7,38.1,74,74,34,32,1,22.4,39.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:05:00","2025-09-12T03:05:00.000Z",2,34.4,34.4,4539,452,452,30.8,30.8,38.4,75,75,47,48,1,23,38.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 10:00:00","2025-09-12T03:00:00.000Z",1,36.6,36.6,5048,475,475,30.8,30.8,38.5,75,75,48,49,1,24.1,42.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:55:00","2025-09-12T02:55:00.000Z",2,34.4,34.4,4524,498,498,30.9,30.9,38.7,74,74,39,38,1,22.4,38.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:50:00","2025-09-12T02:50:00.000Z",2,32,32,3868,462,462,31,31,38.8,74,74,30,26,1,20.3,34.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:45:00","2025-09-12T02:45:00.000Z",1,29.5,29.5,3568,475,475,31,31,39.1,75,75,34,32,1,19.8,30.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:40:00","2025-09-12T02:40:00.000Z",2,30.4,30.4,3776,468,468,30.8,30.8,38.8,76,76,46,46,1,19.9,32.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:35:00","2025-09-12T02:35:00.000Z",2,31.9,31.9,4270,482,482,30.6,30.6,38.5,77,77,48,49,1,22,34.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:30:00","2025-09-12T02:30:00.000Z",1,31.8,31.8,4165,439,439,30.5,30.5,38,76,76,43,43,1,21.4,34.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:25:00","2025-09-12T02:25:00.000Z",2,30.2,30.2,3898,440,440,30.5,30.5,38,76,76,42,42,1,20.1,31.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-12 09:20:00","2025-09-12T02:20:00.000Z",2,29.5,29.5,3866,474,474,30.5,30.5,37.9,76,76,47,47,1,20.5,30.8
